Tweet ID,Tweet Text,Information Source,Information Type,Informativeness,source_dataset
347922856157523970,"RT @JeffALewis: Peace bridge again, looking southwest #yycflood http://t.co/QKcjwURw3h",Eyewitness,Infrastructure and utilities,Related - but not informative,2013_Alberta_floods
399519170703798273,Sense of hope for #TyphoonYolanda victims. 🙏,Outsiders,Sympathy and support,Related - but not informative,2013_Typhoon_Yolanda
354434353754939393,RT @marlawd: A devastating loss. “@SusanFelicity: @marlawd @barb_hill All archives and library in Lac Megantic - gone.”,Outsiders,Infrastructure and utilities,Related - but not informative,2013_Lac_Megantic_train_crash
350021199369211907,Hey employers in Canada (and the United States) you should take up a collection at your fine establishments to help with the flood relief,Outsiders,Donations and volunteering,Related - but not informative,2013_Alberta_floods
406558630490943488,Hopefully everyone OK after the #Clutha Vaults Helicopter crash. Looks at least like the roters aren't inside the pub.,Outsiders,Other Useful Information,Related - but not informative,2013_Glasgow_helicopter_crash
390037015388884992,RT @AyakaBernardo: Sad to hear that the Chocolate Hills collapsed in the earthquake. #PrayForVisayas #PrayForBoholAndCebu,Outsiders,Other Useful Information,Related - but not informative,2013_Bohol_earthquake
369769127633616899,Together-Demi Lovatoft.Jason Derulo #nowplaying this ones for all the Filipinos who are keeping all 2gether dspite of the tragedy. #MaringPH,Media,Donations and volunteering,Related - but not informative,2013_Manila_floods
399213582094577665,"Really wish people would express concern for the Philippines without comparing #Haiyan to Katrina. Let's avoid Oppression Olympics, people.",Outsiders,Sympathy and support,Related - but not informative,2013_Typhoon_Yolanda
390986110895005696,Thank you to our brave firefighters. You personify the resilient Australian spirit. We love you. We thank you. We praise you. #nswfires,Outsiders,Sympathy and support,Related - but not informative,2013_Australia_bushfire
276279668523560960,Too many casualtie. :( just so sad. So sad. :( #pabloph,Outsiders,Sympathy and support,Related - but not informative,2012_Typhoon_Pablo
398697628197593088,Loving the cold weather but not #YolandaPH. ZzzzzzzzZ,Outsiders,Sympathy and support,Related - but not informative,2013_Typhoon_Yolanda
390799309157175296,@Sim_One76 Are any of the group near the fires Simmy? Is it just in one State..NSW?,Outsiders,Other Useful Information,Related - but not informative,2013_Australia_bushfire
393320228483915776,"HAHA RT Maybe we will use our Fires Near Me app, not American TV networks for fire information. #nswrfs #nswfires http://t.co/9d8h9I1pZC”",Outsiders,Caution and advice,Related - but not informative,2013_Australia_bushfire
296091685765648384,#flood #Australia Praying for all the People IN Australia Cyclones Are Leaving But There is minor Flooding everywhere.,Outsiders,Sympathy and support,Related - but not informative,2013_Queensland_floods
348088640238407680,This bridge is only a few blocks away from my family's place in #Calgary! Such crazy flooding. Stay safe everyone! https://t.co/RpwdCnhV4t,Eyewitness,Infrastructure and utilities,Related - but not informative,2013_Alberta_floods
407517066716266497,Flag at ERC HQ flying half mast in commemoration of the victims of the #Clutha tragedy. http://t.co/MATnTXP8U0,Media,Other Useful Information,Related - but not informative,2013_Glasgow_helicopter_crash
400628853518770176,RT @lovejourdan: #PrayForThePhilippines I love you PH! Stay strong! My prayers are with you all! #TyphoonYolanda,Outsiders,Sympathy and support,Related - but not informative,2013_Typhoon_Yolanda
348916436443480064,@ValentineEliza you have no idea how much I wish I was there helping you out😞💗 #sosorry #loveyou #yycflood,Outsiders,Sympathy and support,Related - but not informative,2013_Alberta_floods
369600986366476288,may god bless and help those people who were affected by the flooding in manila. #godbless #Habagat,Outsiders,Sympathy and support,Related - but not informative,2013_Manila_floods
295985574051971073,@EllieRowson i don't know its just been on the news that there has been really bad floods in Queensland and thats where my family lives D:,Eyewitness,Other Useful Information,Related - but not informative,2013_Queensland_floods
389974771930103808,@vicegandako Lets all pray for our kababayans who are affected by the earthquake. God bless us! #PrayForVisayas,Outsiders,Sympathy and support,Related - but not informative,2013_Bohol_earthquake
392473499148640256,"NSW Governor Marie Bashir has visited #NSWRFS HQ, passing on her thanks to the thousands of firefighters #nswfires http://t.co/UGuXuGXlsy",Government,Sympathy and support,Related - but not informative,2013_Australia_bushfire
347703905121083392,RT @ItsFaziraBiatch: @deenikml: 7 year old American wrote a letter to Obama about the haze in Singapore. http://t.co/gfgZsPd5Nc Haha cute,Outsiders,Other Useful Information,Related - but not informative,2013_Singapore_haze
302503136596221953,I find this sooo unbelievable RT@BreakingNews: Astronomers say meteor explosion in Russia and asteroid flyby today are coincidental,Media,Other Useful Information,Related - but not informative,2013_Russia_meteor
347370214675058689,The one that caused haze in Singapore is a Singapore company . Zzzz,Eyewitness,Not applicable,Related - but not informative,2013_Singapore_haze
325095100780781568,So far this week - #prayfortexas  - #prayforboston  - two 14 year olds killed a homeless man as a dare - bomb threats.,Outsiders,Sympathy and support,Related - but not informative,2013_West_Texas_explosion
347266896372039680,"RT @ChannelNewsAsia: RT @chengnetz: #SGHaze View from NTU at 2.50pm, can't see any buildings behind the HDB blocks. http://t.co/oROntuQEQK",Media,Other Useful Information,Related - but not informative,2013_Singapore_haze
232892567409287168,Keep Safe #rescuePH #reliefPH,Outsiders,Sympathy and support,Related - but not informative,2012_Philipinnes_floods
347958637769146368,RT @harpoooon: I feel like nobody realized it was the first day of summer in Calgary #yycflood #notsummer,Eyewitness,Other Useful Information,Related - but not informative,2013_Alberta_floods
409762550285234176,Glasgow helicopter crash: Prosecutors told 'to take a hard line' as they investigate online hate comments: http://t.co/Lt63sZmdCo,Media,Other Useful Information,Related - but not informative,2013_Glasgow_helicopter_crash
294716738371743744,Wow! So much water on the roads #bigwet,Eyewitness,Other Useful Information,Related - but not informative,2013_Queensland_floods
324834248622219264,#prayforwest #heartbreaking http://t.co/amuZeRdYdz,Outsiders,Sympathy and support,Related - but not informative,2013_West_Texas_explosion
406708048397598721,Hope everyone is okay involved in that helicopter crash 🙏🙏🙏,Outsiders,Sympathy and support,Related - but not informative,2013_Glasgow_helicopter_crash
347966657299365888,"Take care, friends in Singapore. View of #SGHaze from space, via @NASA_EO http://t.co/EhCHCDGXHZ",Outsiders,Sympathy and support,Related - but not informative,2013_Singapore_haze
406313741878177794,RT @exosarang: omg @exofaggots died from the Haiyan typhoon. may she rest in peace :c,Outsiders,Sympathy and support,Related - but not informative,2013_Typhoon_Yolanda
390258134897270784,"Good morning! RT @GODs_Graces: God is our refuge and strength, a very present help in trouble. -Psalms 46:1 #PrayForBohol #PrayForCebu",Outsiders,Sympathy and support,Related - but not informative,2013_Bohol_earthquake
406718416717115392,RT @pantstagram17: My thoughts and prayers are with everyone involved in the Glasgow helicopter crash,Outsiders,Sympathy and support,Related - but not informative,2013_Glasgow_helicopter_crash
233477844787941376,A picture paints a thousand words. What a shot!☺ RT @tranQuildepths: #ust #flood #habagat http://t.co/SS9toqhY,Outsiders,Other Useful Information,Related - but not informative,2012_Philipinnes_floods
295348610273513472,RT @mackiemarsellos: Trampoline stuck in the top of power pole. Unbelievable #Bargara #bigwet http://t.co/cCV6LYbD,Eyewitness,Other Useful Information,Related - but not informative,2013_Queensland_floods
407837905814818816,what that katie hopkins said about scotland after the helicopter crash is actually disgusting she needs to keep that big mouth shut sad cunt,Outsiders,Other Useful Information,Related - but not informative,2013_Glasgow_helicopter_crash
354328225272430592,@JustinTrudeau thx for stopping by AB for flood cleanup. But right now bigger help needed in Quebec over train explosion.,Outsiders,Donations and volunteering,Related - but not informative,2013_Lac_Megantic_train_crash
389933592228290560,RT @kenzhuxiaotian: “@itsbarbiexu: prayers to people of philippines affected by magnitude 7 earthquake. hope all is safe” -Be safe guys!,Outsiders,Sympathy and support,Related - but not informative,2013_Bohol_earthquake
389967809377099776,RT @Blaze_2014: Let us all pray for our brothers and sisters in Cebu and Bohol. #prayforcebu #prayforbohol 🙏,Outsiders,Sympathy and support,Related - but not informative,2013_Bohol_earthquake
302369438957711361,I'm trying to resist the urge of making a sburb joke about that meteor fall in russia until there are no dead confirmed,Outsiders,Not applicable,Related - but not informative,2013_Russia_meteor
389934775022387200,Just found out about what happened in #bohol.. saw pictures of churches ruined. :(( #keepsafe #earthquakes,Outsiders,Infrastructure and utilities,Related - but not informative,2013_Bohol_earthquake
407344328487358465,"Today I wrote about the Metro-North crash, Black Friday/Cyber Monday, Amazon drones, and Jade Rabbit.",Outsiders,Other Useful Information,Related - but not informative,2013_NY_train_crash
324764468024336386,RT @RitchieRich28: God only gives challenges to those He knows will overcome them #PrayForBoston #PrayForWest,Outsiders,Sympathy and support,Related - but not informative,2013_West_Texas_explosion
399459431223525376,RT @iharryshum: This typhoon is out of control. My thoughts go out to the Philippines. #PrayForThePhilippines,Outsiders,Sympathy and support,Related - but not informative,2013_Typhoon_Yolanda
302443636229029888,"Totally...MT @pickover: #RussianMeteor If this happened on Dec 21, 2012, imagine the hysteria. http://t.co/n1WGlhdr",Outsiders,Sympathy and support,Related - but not informative,2013_Russia_meteor
346516384399896576,RT @2SevenApril_: Okay guys one way to make the haze go away from Singapore is to put your fans at the window and blow the haze away.,Eyewitness,Other Useful Information,Related - but not informative,2013_Singapore_haze
406932288476573696,RT @kevdo1984: Absolute ledge all round from my pal @FrankoBaresi86 for his efforts in town. #Clutha #Glasgow #TopBoy #Proud 👏👏🙏,Not applicable,Not applicable,Related - but not informative,2013_Glasgow_helicopter_crash
406835462968737792,Thoughts and prayers are with the people involved in the Glasgow helicopter crash at Clutha in way. Sending love to those who helped 🙏,Outsiders,Sympathy and support,Related - but not informative,2013_Glasgow_helicopter_crash
369768985010507776,Wtf. Wanna play Temple Run for real? SCTex is the place. Monkeys are still in Subic though. Tsk tsk. :/ #MaringPH http://t.co/oFSviiGF7n,Not applicable,Not applicable,Related - but not informative,2013_Manila_floods
302599202935029760,"Never thought I'd wake up to a headline that read 1,000 hurt in Russian meteor strike. #fb",Outsiders,Affected individuals,Related - but not informative,2013_Russia_meteor
349311925760425986,Maybe an #instagram #filter will make the basement look better..... Maybe #yycflood http://t.co/32mSMllT6M,Eyewitness,Other Useful Information,Related - but not informative,2013_Alberta_floods
302721013928583168,I see no harm in the military blowing that #meteorite to limit the damages though. #Russia,Outsiders,Not applicable,Related - but not informative,2013_Russia_meteor
296339275514011649,@sunriseon7 I would like to volunteer to assist with the clean up of the QLD floods but dont know who 2 contact about this.. #sun7,Eyewitness,Donations and volunteering,Related - but not informative,2013_Queensland_floods
390928409838497792,RT @NelsonAspen: Thoughts and prayers for all the folks in Australia being affected by the fires.,Outsiders,Sympathy and support,Related - but not informative,2013_Australia_bushfire
348007975392251904,RT @TheHarperGov: My PMO working furiously tonight to reveal the truth of Justin Trudeau's connection to southern Alberta flooding.,Government,Not applicable,Related - but not informative,2013_Alberta_floods
390749636035477504,"If you knew all that I knew, my poor Sydney...Have come home to raging fires. Prayers please. :(",Outsiders,Sympathy and support,Related - but not informative,2013_Australia_bushfire
302466235130580992,"Looking at all of the footage from the #RussianMeteor this morning, Its surprising how many of the clips came from in-car dash cameras.",Outsiders,Not applicable,Related - but not informative,2013_Russia_meteor
398742767288844288,RT @VMiguelG: Its only 5:25PM but it's already dark. #YolandaPH,Eyewitness,Sympathy and support,Related - but not informative,2013_Typhoon_Yolanda
302442109477208064,RT @DepressedDarth: That was definitely a meteor passing by Russia and not the Death Star testing its laser. #RussianMeteor,Outsiders,Other Useful Information,Related - but not informative,2013_Russia_meteor
348142755119239168,I hope they got all the animals out of the Calgary Zoo #yycflood,Outsiders,Sympathy and support,Related - but not informative,2013_Alberta_floods
406706362258055168,Glasgow waking up to a sad St Andrews Day. Thoughts with everyone touched by last night's tragic events. #Clutha #Glasgow,Outsiders,Sympathy and support,Related - but not informative,2013_Glasgow_helicopter_crash
275905201083412480,Keep Safe #Philippines against #PabloPH,Outsiders,Sympathy and support,Related - but not informative,2012_Typhoon_Pablo
302453836772155392,@tweetgrubes Hope your moth friend was ok in light of that meteor crashing into Siberia. Wasn't he Russian or something?,Outsiders,Other Useful Information,Related - but not informative,2013_Russia_meteor
296872514183888896,"#Julia #Gillard goes to show support to flood victims and gets #flamed and when she defends herself casually, flamed. #doyourbest #Australia",Outsiders,Sympathy and support,Related - but not informative,2013_Queensland_floods
295749694812991490,One day in Australia it's fires another its floods.,Outsiders,Other Useful Information,Related - but not informative,2013_Queensland_floods
406965381509570560,has anyone heard of the helicopter that smashed down into a glasgow pub,Outsiders,Other Useful Information,Related - but not informative,2013_Glasgow_helicopter_crash
346602195657035777,"RT @SoSingaporean: PSI so high already, why haven't announce school close yet? #sghaze #sosingaporean",Eyewitness,Not applicable,Related - but not informative,2013_Singapore_haze
406566545155178497,RT @ResponseWood: Thoughts go out to all involved in the police helicopter crash in Glasgow http://t.co/UPAlUvqz33,Outsiders,Sympathy and support,Related - but not informative,2013_Glasgow_helicopter_crash
347378603262083073,at least cigarettes still have filters. the air don't have. #justsaying #sghaze,Eyewitness,Not applicable,Related - but not informative,2013_Singapore_haze
347337629114724352,Is it me or the haze is making singapore alot warmer?,Eyewitness,Other Useful Information,Related - but not informative,2013_Singapore_haze
295538448679444480,Yeah so this is what my town looks like. Water is still rising. #qldfloods #bundaberg #worried http://t.co/QyKxdHE0,Eyewitness,Affected individuals,Related - but not informative,2013_Queensland_floods
389980144821362688,RT @lexnarciso: The historic churches crumble to the ground. #PrayForBohol #PrayForCebu http://t.co/K7Ky6kqv0H,Outsiders,Infrastructure and utilities,Related - but not informative,2013_Bohol_earthquake
295761564672339968,RT @pennyskateboard: Our hearts go out to all those affected by the Queensland floods. Stay safe everyone. #qld http://t.co/EfguEvaZ,Outsiders,Sympathy and support,Related - but not informative,2013_Queensland_floods
406723370169163776,@lucievamps: My thoughts are with those the families of those involved in the helicopter crash in Glasgow❤️ ❤ ❤,Outsiders,Sympathy and support,Related - but not informative,2013_Glasgow_helicopter_crash
309040190071136256,Still can't get over the Russian Meteor. Keep thinking about it,Outsiders,Sympathy and support,Related - but not informative,2013_Russia_meteor
349767926301212673,"I'm touched by the grace, humility &amp; generosity shown by citizens of my city since 2 rivers ripped it apart in the last few days. #yycfloods",Eyewitness,Sympathy and support,Related - but not informative,2013_Alberta_floods
348528496886288385,RT @chuanjin1: #sghaze masks to Marine Pde delivered. Mountbatten ongoing. Off to potong Pasir now.,Eyewitness,Donations and volunteering,Related - but not informative,2013_Singapore_haze
406772183504281600,RIP to all that have passed in the helicopter crash in Glasgow. Hope that everyone still there can be taken out as soon as possible. 💕💗😇,Outsiders,Sympathy and support,Related - but not informative,2013_Glasgow_helicopter_crash
348150342619381760,"So impressed with how Calgary is handling this flood! Emergency services, city officials, their staff &amp; media are keeping us well informed!",Eyewitness,Sympathy and support,Related - but not informative,2013_Alberta_floods
356777296142667777,"#LPC and #CPC share equal blame for #lacmegantic, hence Rae's dislike of Mulcair's accuracy http://t.co/44qGfrl5jl #cdnpoli",Media,Other Useful Information,Related - but not informative,2013_Lac_Megantic_train_crash
302293593362690048,"Dear @_konstanta , take care with de rainy #метеорит in Russia, or save me a piece. ✌",Outsiders,Not applicable,Related - but not informative,2013_Russia_meteor
302389781340504064,FYI: The #RussianMeteor was not part of a meteor shower. Meteor showers happen when Earth passes through comet debris (lots of tiny rocks),Outsiders,Other Useful Information,Related - but not informative,2013_Russia_meteor
295409998106882048,Who dubbed this storm #bigwet they need to be awarded with the OBVIOUS medallion.,Outsiders,Other Useful Information,Related - but not informative,2013_Queensland_floods
390039783633719297,i am giving all my prayers to the people in visayas #PrayForVisayas,Outsiders,Sympathy and support,Related - but not informative,2013_Bohol_earthquake
235382264312246273,Seeds of hope amidst Philippine floods: Rice that can survive underwater http://t.co/SNeN25Rb,Outsiders,Other Useful Information,Related - but not informative,2012_Philipinnes_floods
347659219006267392,Skin flaring up because of the #sghaze? @dermalogica Barrier Repair should help.,Eyewitness,Other Useful Information,Related - but not informative,2013_Singapore_haze
275890088997691392,"Keep safe, eveyone! Just pray. God is with you. #PabloPH",Outsiders,Sympathy and support,Related - but not informative,2012_Typhoon_Pablo
354959744831717376,RT @NaomiAKlein: Letter: Many questions about the Lac-Mégantic disaster http://t.co/a4W0xbMbg4,Outsiders,Other Useful Information,Related - but not informative,2013_Lac_Megantic_train_crash
302500867477762048,RT @AshOfPalletTown: What if the #RussianMeteor is a fossilized Pokemon from space?,Outsiders,Other Useful Information,Related - but not informative,2013_Russia_meteor
347396894621839361,"If the PSI is getting higher &amp; higher, can we get at least a day of holiday for all to lock ourselves &amp; stay home? #sghaze",Eyewitness,Sympathy and support,Related - but not informative,2013_Singapore_haze
389953632612802560,"My girls are in the Philippines and there was an earthquake there today, hope they are ok! I feel like a worried mom! :/",Outsiders,Sympathy and support,Related - but not informative,2013_Bohol_earthquake
348199755731566592,Observe this horrible douchebag. RT @HenryMaltin I swear if my clothes get wrecked from the flood. Im sueing calgary #pissed #hugoboss,Eyewitness,Not applicable,Related - but not informative,2013_Alberta_floods
278894938698174465,"RT @jeffcanoy: In other news, let's all say YES to helping the victims of #PabloPH. They still need help. Can't stress that enough.",Media,Donations and volunteering,Related - but not informative,2012_Typhoon_Pablo
350323822559375361,"Looking to interview people with exceptional stories of the #yycflood, be you victims, volunteers, officials... Contact me. @nenshi pls RT",Media,Other Useful Information,Related - but not informative,2013_Alberta_floods
296883322905317376,"@CarlyMilan are you in QLD? I heard there was storm's, tornadoes and floods. I was in Boston for Aussie day so wast the same",Outsiders,Other Useful Information,Related - but not informative,2013_Queensland_floods
347219353952989186,"RT @SGAG_SG: Dear healthy people who are jogging in this weather, are you stupid or STUPIAK? #sghaze",Eyewitness,Not applicable,Related - but not informative,2013_Singapore_haze
348011309851373568,People are complaining soo much about the haze but the chinese are still burning in singapore . Seriously?,Outsiders,Other Useful Information,Related - but not informative,2013_Singapore_haze
369733006270795776,@MMDA hows the flood level in domestic road pasay? #FloodPH,Government,Infrastructure and utilities,Related - but not informative,2013_Manila_floods
323885576761794561,Boston you're my home! My thoughts to those involved with this tragedy! I hope everyone is okay!!!,Outsiders,Sympathy and support,Related - but not informative,2013_Boston_bombings
355502957535567873,Frustration from residents about how &amp; why decisions were made on July 5. Applause for @HillhurstSunny residents. #yyc #yyccc #yycflood,Not applicable,Other Useful Information,Related - but not informative,2013_Alberta_floods
354046170915545088,THIS is what getting dirty during the Stampede is all about! YaHOOO Linda! #highriver #abflood #stampede101 http://t.co/XACLIQA67Z,Eyewitness,Donations and volunteering,Related - but not informative,2013_Alberta_floods
390036000346365952,RT @AngeL_LocKring: This is beyond imagination! Heart-wrenching! #PrayForVisayas #PrayForBohol #PrayForCebu http://t.co/i9jxe76IDF,Outsiders,Sympathy and support,Related - but not informative,2013_Bohol_earthquake
220379058570133504,http://t.co/cT1I34nC Trinity Brewing owner on Colorado Springs fire and new beer releases,Business,Other Useful Information,Related - but not informative,2012_Colorado_wildfires
232831787762585600,Thank you so much! RT“@neilhimself: Sending love and worry to the Philippines. (WIll also send aid donation using #reliefPH info....)”,Outsiders,Donations and volunteering,Related - but not informative,2012_Philipinnes_floods
406570433257824256,"helicopter crashed into the pub next the to the wee hotel i always stay at in glasgow, hope everyone's ok!",Outsiders,Sympathy and support,Related - but not informative,2013_Glasgow_helicopter_crash
349748728992768001,RT @jamescallsen: Eat local. Drink local. Shop local. #yyc #yycflood,Not applicable,Sympathy and support,Related - but not informative,2013_Alberta_floods
302410836754968576,"Wow, the bang/roar the meteor in Russia made is incredible :O http://t.co/LxyNikOg",Outsiders,Sympathy and support,Related - but not informative,2013_Russia_meteor
347931773243621378,RT @livinginsg: Haze now macam foreigner from Indonesia come in to Singapore... See? We still don't like foreign stuff.,Eyewitness,Affected individuals,Related - but not informative,2013_Singapore_haze
353640636223721474,@jeffmadams thanks for sharing the sad news about Lac-Megantic. I did not know about it.,Outsiders,Sympathy and support,Related - but not informative,2013_Lac_Megantic_train_crash
302458932851519488,so how about that meteor that struck Russia pretty neat huh,Outsiders,Other Useful Information,Related - but not informative,2013_Russia_meteor
369376221995347968,RT @LPUCavite: Let us all pray for every Filipino affected by #Maring and other calamities.,Outsiders,Sympathy and support,Related - but not informative,2013_Manila_floods
302425814622957568,RT @TakLandrock: LISTEN TO THE AUDIO ON THIS VIDEO! It makes me get goosebumps! #RussianMeteor https://t.co/8zggFbaL,Outsiders,Sympathy and support,Related - but not informative,2013_Russia_meteor
296298095862505472,@Ludacris can we plz take a minute to pray for the families affected by the floods in Australia,Outsiders,Sympathy and support,Related - but not informative,2013_Queensland_floods
390745957597339648,"Stay safe NSW. Such a country of contrasts. Freezing here in Vic, bushfires in NSW. CC deniers will say it's normal I bet. #nswfires",Outsiders,Other Useful Information,Related - but not informative,2013_Australia_bushfire
302443304849641472,http://t.co/icM9mzlV #RussianMeteor I Can't Believe This. wtf ? it's Great !,Outsiders,Other Useful Information,Related - but not informative,2013_Russia_meteor
348157758174015488,Not living in an evacuation are? That's a good thing. #yycflood,Outsiders,Other Useful Information,Related - but not informative,2013_Alberta_floods
306935073092014082,@beccaschnier a meteor hit Russia last week... Does that count? Lolol,Outsiders,Other Useful Information,Related - but not informative,2013_Russia_meteor
302434526192345088,why did the cannibal eat the russian before the american??? because the russian was... meteor!!!! ahaahahahahah *falls off a cliff*,Outsiders,Not applicable,Related - but not informative,2013_Russia_meteor
348898774225125376,RT @bramalam_c: Feeling the love. #yycflood #volunteers 17th is a ghost town no more #mission http://t.co/aDrN3yGuMk,Eyewitness,Donations and volunteering,Related - but not informative,2013_Alberta_floods
324739906163318784,Just saw Waco explosion....can't even imagine this place in comparison if it went,Outsiders,Sympathy and support,Related - but not informative,2013_West_Texas_explosion
389956946125549569,RT @SaySAMthing_: Dont tweet it. Do it :) #PrayForVisayas,Outsiders,Sympathy and support,Related - but not informative,2013_Bohol_earthquake
347245127955263489,RT @KStheKopite: @nephiron has placed his bets for PSI to rise to 180 for $10. #sghaze Someone actually do it. Hahaha,Eyewitness,Sympathy and support,Related - but not informative,2013_Singapore_haze
302410970989473792,"Holy fcuk, just catching up on the news about the Russian meteor. Don’t wish to alarm anyone, but what if its carrying an intergalactic",Outsiders,Sympathy and support,Related - but not informative,2013_Russia_meteor
393601217487585280,Lololol according to NBC all of Australia is on fire... Ummm where do they get their sources from?? #nbc #bushfires,Outsiders,Other Useful Information,Related - but not informative,2013_Australia_bushfire
295762512589238272,Only in Australia do u find a woman outside in the middle of a flood cutting her hedge that is completely underwater,Outsiders,Other Useful Information,Related - but not informative,2013_Queensland_floods
390082305462505472,Prayers for quake victims #cebu #bohol #Philippines be safe still.,Outsiders,Sympathy and support,Related - but not informative,2013_Bohol_earthquake
392943152148922368,Check out this item I found on eBay: http://t.co/wDCMq19ySt★ All proceeds go to the NSW fire Victims Pls #RT ★TY,Outsiders,Donations and volunteering,Related - but not informative,2013_Australia_bushfire
390048633623568384,"guys if you read this please #PrayForVisayas it's going to be a long night aftershocks keep on coming, and getting stronger :((",Eyewitness,Sympathy and support,Related - but not informative,2013_Bohol_earthquake
275953196487290880,Share to us your photo and or story of typhoon Pablo. Post it here.,Outsiders,Other Useful Information,Related - but not informative,2012_Typhoon_Pablo
389945084617031680,Historical Loboc Church after the Earthquake. :(( http://t.co/MNbmjIFl0b #PrayForBohol #PrayForCebu,Outsiders,Infrastructure and utilities,Related - but not informative,2013_Bohol_earthquake
325273136411054080,RT @ChirpHard: any one else want to get in line for the gauntlet and let Dzhokhar Tsarnaev skate through? #BostonStrong,Outsiders,Other Useful Information,Related - but not informative,2013_Boston_bombings
389960427398242304,RT @gretchenho: Heartbreaking to see the Churches have collapsed :( Hope everyone is okay. Keep safe still. Let's #PrayForVisayas.,Outsiders,Infrastructure and utilities,Related - but not informative,2013_Bohol_earthquake
390705272857313280,Just got out work in the heart of Sydney CBD and the smell of smoke is strong. Eerie sky. Fire must be huge.,Eyewitness,Affected individuals,Related - but not informative,2013_Australia_bushfire
324562235429122048,Halfwit actor @jaymohr37 blames #Boston attack on gun culture: ’2nd amendment must go’ http://t.co/cm4tlTHKt6,Outsiders,Other Useful Information,Related - but not informative,2013_Boston_bombings
409366603789115392,"When I woke up to the sound of a helicopter landing last night, I thought it was a dream. I was wrong. Praying for the victims of the crash.",Outsiders,Sympathy and support,Related - but not informative,2013_Glasgow_helicopter_crash
347551119179907072,RT @Lepak_: They should like make the singapore flyer spin faster then blow away the haze :D,Not applicable,Not applicable,Related - but not informative,2013_Singapore_haze
390699895784361985,"Dear NSW, if we could give you some if our weather, we would. From VIC #nswfires",Outsiders,Sympathy and support,Related - but not informative,2013_Australia_bushfire
302478230827462657,RT @Willie_30: I just saw the video of the meteor that hit russia thank god i live in the US @DRoseFan_97,Outsiders,Other Useful Information,Related - but not informative,2013_Russia_meteor
407226707645841409,RT @illogicalvolume: My thoughts are with everyone affected by the Clutha helicopter crash right now.,Outsiders,Sympathy and support,Related - but not informative,2013_Glasgow_helicopter_crash
390277793600131072,RT @marvinandrei: May God be with you... #PrayForVisayas #Cebu Bohol,Outsiders,Sympathy and support,Related - but not informative,2013_Bohol_earthquake
347348421075664897,"There is no link with haze and kiamat, like seriously, it's only Singapore, Malaysia and Indonesia not the whole world.",Outsiders,Other Useful Information,Related - but not informative,2013_Singapore_haze
347348261666955264,RT @Heybxby: I'm greatful that Singapore is only affected by haze and not tsunami or hurricanes. Alhamdulillah for that.,Eyewitness,Sympathy and support,Related - but not informative,2013_Singapore_haze
303016498451070977,What if NASA knew the meteorite was coming but didn't say anything in order to showcase the significance of space programs? #chelyabinsk,Outsiders,Other Useful Information,Related - but not informative,2013_Russia_meteor
302652239904903168,"RT @Evil_Shero: End of the world is near, meteor hits Russia, Craig Adams scores 2g, and Bylsma is finally giving up on Tyler Kennedy.",Outsiders,Other Useful Information,Related - but not informative,2013_Russia_meteor
401575348552232960,"I just learned this just now, you're a Vanderbilt. No wonder you are a great man @andersoncooper. U strengthen d #Haiyan survivors #AC360 TY",Outsiders,Other Useful Information,Related - but not informative,2013_Typhoon_Yolanda
392745831125643264,Let's hope &amp; pray that today won't be as disastrous as predicted #nswfires Stay safe.,Outsiders,Sympathy and support,Related - but not informative,2013_Australia_bushfire
