PID,Worker ID,Batch ID,Batch Status,Tweet ID,Tweet Text,I-Involvement-1,I-Involvement-2,I-Involvement-3,You-Involvement-1,You-Involvement-2,You-Involvement-3,We-Involvement-1,We-Involvement-2,We-Involvement-3,I-Involvement Comment,You-Involvement Comment,We-Involvement Comment,Timestamp,Progress,Completion Status
PID001,ANONYMOUS088,1,completed,295821396423098400,RT @NSWRFS: @QPSmedia We've been doing it tough with fires lately but our thoughts are with you all tonight. #bigwet,2,3,3,6,6,7,7,7,7,"The speaker briefly references their own difficult situation with fires, but this is secondary to expressing support for others facing flooding.","The message directly addresses another group and offers empathy, reflecting interpersonal support and concern for those currently affected.","By linking two emergency services and acknowledging shared hardship, the tweet highlights institutional solidarity and collective resilience during widespread disasters.",2025-12-20T11:14:56.975Z,50/50,completed
PID001,ANONYMOUS088,1,completed,390746523858141200,RT @PaulTatnell: Some terrific journalism tonight from the Sydney fires. Thoughts with all defending and reporting #bushfires,1,1,1,5,5,6,6,6,5,"The tweet does not mention the speaker’s own experience or any personal effect, instead commenting on events observed from a distance.","By stating that their thoughts are with those defending and reporting the fires, the speaker shows concern and appreciation for specific people involved.",The tweet acknowledges the broader public situation by referencing ongoing fires and the collective effort of emergency responders and journalists.,2025-12-20T11:15:07.166Z,50/50,completed
PID001,ANONYMOUS088,1,completed,295683991011463200,It's sad to see the flooding in Queensland. Let's hope the rain stops soon.,1,1,1,3,3,2,6,6,5,"The speaker does not reference their own circumstances or any direct personal effect, expressing general sympathy rather than self-related involvement.",The tweet conveys concern for people affected by the flooding but does not mention specific relationships or close personal connections.,"By referencing flooding across Queensland and expressing hope for improved conditions, the tweet reflects awareness of a broader community impact.",2025-12-20T11:15:14.110Z,50/50,completed
PID001,ANONYMOUS088,1,completed,390746523858141200,RT @PaulTatnell: Some terrific journalism tonight from the Sydney fires. Thoughts with all defending and reporting #bushfires,1,1,1,5,5,6,6,6,5,"The tweet does not mention the speaker’s own experience or any personal effect, instead commenting on events observed from a distance.","By stating that their thoughts are with those defending and reporting the fires, the speaker shows concern and appreciation for specific people involved.",The tweet acknowledges the broader public situation by referencing ongoing fires and the collective effort of emergency responders and journalists.,2025-12-20T11:15:21.110Z,50/50,completed
PID001,ANONYMOUS088,1,completed,295821396423098400,RT @NSWRFS: @QPSmedia We've been doing it tough with fires lately but our thoughts are with you all tonight. #bigwet,2,3,3,6,6,7,7,7,7,"The speaker briefly references their own difficult situation with fires, but this is secondary to expressing support for others facing flooding.","The message directly addresses another group and offers empathy, reflecting interpersonal support and concern for those currently affected.","By linking two emergency services and acknowledging shared hardship, the tweet highlights institutional solidarity and collective resilience during widespread disasters.",2025-12-20T11:15:30.169Z,50/50,completed
PID001,ANONYMOUS088,1,completed,406587038532915200,Helicopter Crash in Glasgow might brighten the place up a bit,1,1,1,1,1,1,2,2,1,The tweet does not indicate any personal experience or impact; it is an observation rather than a reflection of self-related consequences.,"There is no mention of family, friends, or other close relations; the tweet is detached from interpersonal concern.","The tweet references Glasgow generally, but its sarcastic tone minimizes actual concern for community impact or collective well-being.",2025-12-20T11:15:47.623Z,50/50,completed
PID001,ANONYMOUS088,1,completed,390115838935584800,RT @AngNasaBabaNito: Let's just pray for the victims of earthquake. God is always with us! #PrayForVisayas Cebu and Bohol.,1,1,1,2,2,3,6,6,5,The speaker does not describe any personal impact or experience from the earthquake; the message is focused on general concern for the victims.,"The tweet shows some relational concern by invoking prayers and moral support, which could be interpreted as care for people the speaker identifies with, but no specific close relationships are mentioned.","The message addresses the wider Visayas region, calling for collective prayer and solidarity, reflecting a shared sense of concern for the affected communities.",2025-12-20T11:15:54.222Z,50/50,completed
PID001,ANONYMOUS088,1,completed,348442278790045700,RT @GongshowGear: Thoughts and Prayers with all our friends in Calgary as they weather record floods - stay strong #alberta,1,1,1,6,6,7,5,5,5,The tweet does not mention any personal effect on the speaker; it focuses entirely on concern for others rather than the self.,"The tweet directly addresses “friends in Calgary,” showing empathy and concern for people the speaker has a personal or social connection with.","By referencing Calgary as a whole and encouraging resilience, the tweet reflects awareness of the broader community impact and a sense of solidarity.",2025-12-20T11:19:43.253Z,50/50,completed
PID001,ANONYMOUS088,1,completed,348442278790045700,RT @GongshowGear: Thoughts and Prayers with all our friends in Calgary as they weather record floods - stay strong #alberta,1,1,1,6,6,7,5,5,5,The tweet does not mention any personal effect on the speaker; it focuses entirely on concern for others rather than the self.,"The tweet directly addresses “friends in Calgary,” showing empathy and concern for people the speaker has a personal or social connection with.","By referencing Calgary as a whole and encouraging resilience, the tweet reflects awareness of the broader community impact and a sense of solidarity.",2025-12-20T11:21:31.522Z,50/50,completed
PID001,ANONYMOUS088,1,completed,302302112027652100,RT @OrderInTheQuart: Luke 21:11 Great signs from heaven----&gt;http://t.co/Vy7yybxs #meteor,1,1,1,1,1,1,2,2,1,The tweet does not mention any personal impact or experience from the meteor event; it is a general comment linking the event to a biblical verse.,"There is no reference to friends or family, nor any expression of relational concern; the tweet is primarily observational or interpretive.","While the meteor event affected a large area, the tweet focuses on interpreting it as a “sign from heaven” rather than expressing concern for collective safety or well-being.",2025-12-20T11:23:33.815Z,50/50,completed
PID001,ANONYMOUS088,1,completed,302302112027652100,RT @OrderInTheQuart: Luke 21:11 Great signs from heaven----&gt;http://t.co/Vy7yybxs #meteor,1,1,1,1,1,1,2,2,1,The tweet does not mention any personal impact or experience from the meteor event; it is a general comment linking the event to a biblical verse.,"There is no reference to friends or family, nor any expression of relational concern; the tweet is primarily observational or interpretive.","While the meteor event affected a large area, the tweet focuses on interpreting it as a “sign from heaven” rather than expressing concern for collective safety or well-being.",2025-12-20T11:23:47.135Z,50/50,completed
PID001,ANONYMOUS088,1,completed,347922856157524000,"RT @JeffALewis: Peace bridge again, looking southwest #yycflood http://t.co/QKcjwURw3h",1,1,1,1,1,1,2,2,1,The tweet is simply reporting or showing a location affected by flooding. It does not express any personal experience or concern for the speaker themselves.,"There is no mention of friends, family, or anyone the speaker personally cares about. The tweet is purely observational.","Although the tweet shows a location affected by flooding, it does not explicitly comment on the impact to the community or collective well-being. The awareness of the flood’s location is minimal and mostly observational.",2025-12-20T11:28:31.426Z,50/50,completed
PID001,ANONYMOUS088,1,completed,399519170703798300,Sense of hope for #TyphoonYolanda victims. 🙏,1,1,1,1,1,2,5,4,5,The tweet does not mention any personal experience or personal impact. It is general and expresses no direct concern for the speaker themselves.,"The tweet shows a minimal relational aspect because it expresses hope and support for the victims, which could be interpreted as caring in a general sense, but there is no indication of specific personal connections.","The tweet communicates solidarity and concern for a large group affected by Typhoon Haiyan. By expressing hope for the victims, it emphasizes collective well-being and empathy toward the broader community impacted by the disaster.",2025-12-20T11:29:52.816Z,50/50,completed
PID001,ANONYMOUS088,1,completed,354434353754939400,RT @marlawd: A devastating loss. “@SusanFelicity: @marlawd @barb_hill All archives and library in Lac Megantic - gone.”,1,1,1,1,1,1,6,5,5,The tweet does not reference any personal impact. The speaker is relaying information about the destruction in Lac-Mégantic without mentioning how it affects themselves.,There is no indication of concern for specific friends or family. The tweet simply reports the loss of archives and a library in the community without referencing personal connections.,"The tweet highlights a tragic event affecting the Lac-Mégantic community, showing empathy for collective loss. By sharing the devastation publicly, it signals concern for the broader societal impact rather than individual or relational involvement.",2025-12-20T11:31:42.594Z,50/50,completed
PID001,ANONYMOUS088,1,completed,354434353754939400,RT @marlawd: A devastating loss. “@SusanFelicity: @marlawd @barb_hill All archives and library in Lac Megantic - gone.”,1,1,1,1,1,1,6,5,5,The tweet does not reference any personal impact. The speaker is relaying information about the destruction in Lac-Mégantic without mentioning how it affects themselves.,There is no indication of concern for specific friends or family. The tweet simply reports the loss of archives and a library in the community without referencing personal connections.,"The tweet highlights a tragic event affecting the Lac-Mégantic community, showing empathy for collective loss. By sharing the devastation publicly, it signals concern for the broader societal impact rather than individual or relational involvement.",2025-12-20T11:32:55.967Z,50/50,completed
PID001,ANONYMOUS088,1,completed,350021199369211900,Hey employers in Canada (and the United States) you should take up a collection at your fine establishments to help with the flood relief,1,1,1,1,1,1,6,6,7,"The tweet does not reference the speaker’s personal feelings or experiences, nor suggest personal impacts or consequences.","No mention of family, friends, or close relationships, and nothing suggests concern for specific individuals known to the speaker.","The tweet appeals to employers across two countries to take collective action to support flood relief, highlighting shared responsibility to help affected communities.",2025-12-20T11:37:22.415Z,50/50,completed
PID001,ANONYMOUS088,1,completed,406558630490943500,Hopefully everyone OK after the #Clutha Vaults Helicopter crash. Looks at least like the roters aren't inside the pub.,1,1,1,1,1,1,6,6,5,The tweet does not reference the speaker’s own safety or any personal impact. It focuses entirely on others and the general situation.,"There is no mention of specific people the speaker knows personally, nor relational concern toward close others. The concern is broad and impersonal.","The tweet expresses hope that everyone (in the pub and affected community) is OK, showing concern for collective well-being, although without explicit calls for shared action.",2025-12-20T11:38:42.048Z,50/50,completed
PID001,ANONYMOUS088,1,completed,406558630490943500,Hopefully everyone OK after the #Clutha Vaults Helicopter crash. Looks at least like the roters aren't inside the pub.,1,1,1,1,1,1,6,6,5,The tweet does not reference the speaker’s own safety or any personal impact. It focuses entirely on others and the general situation.,"There is no mention of specific people the speaker knows personally, nor relational concern toward close others. The concern is broad and impersonal.","The tweet expresses hope that everyone (in the pub and affected community) is OK, showing concern for collective well-being, although without explicit calls for shared action.",2025-12-20T11:38:52.556Z,50/50,completed
PID001,ANONYMOUS088,1,completed,390037015388885000,RT @AyakaBernardo: Sad to hear that the Chocolate Hills collapsed in the earthquake. #PrayForVisayas #PrayForBoholAndCebu,1,1,1,1,1,1,6,5,6,The tweet does not reference personal effects or individual experience. It shares sadness about the event without indicating personal impact.,"No mention of known individuals, loved ones, or relational ties. The concern is general rather than directed toward close others.","The tweet expresses sadness about a cultural landmark and uses collective prayer hashtags, signaling concern for affected communities and shared emotional support.",2025-12-20T11:40:38.447Z,50/50,completed
PID001,ANONYMOUS088,1,completed,390037015388885000,RT @AyakaBernardo: Sad to hear that the Chocolate Hills collapsed in the earthquake. #PrayForVisayas #PrayForBoholAndCebu,1,1,1,1,1,1,6,5,6,The tweet does not reference personal effects or individual experience. It shares sadness about the event without indicating personal impact.,"No mention of known individuals, loved ones, or relational ties. The concern is general rather than directed toward close others.","The tweet expresses sadness about a cultural landmark and uses collective prayer hashtags, signaling concern for affected communities and shared emotional support.",2025-12-20T11:40:53.458Z,50/50,completed
PID001,ANONYMOUS088,1,completed,369769127633616900,Together-Demi Lovatoft.Jason Derulo #nowplaying this ones for all the Filipinos who are keeping all 2gether dspite of the tragedy. #MaringPH,1,1,1,2,2,3,7,6,7,"The tweet does not mention personal impact, fear, or experience. The speaker positions themselves as an observer dedicating a song, not as someone affected.","The dedication could reflect sympathy or encouragement, but no explicit reference to specific close relationships, only general encouragement.","The tweet expresses solidarity with Filipinos affected by the tragedy and highlights collective resilience, encouraging unity among the broader community.",2025-12-20T11:42:30.838Z,50/50,completed
PID001,ANONYMOUS088,1,completed,369769127633616900,Together-Demi Lovatoft.Jason Derulo #nowplaying this ones for all the Filipinos who are keeping all 2gether dspite of the tragedy. #MaringPH,1,1,1,2,2,3,7,6,7,"The tweet does not mention personal impact, fear, or experience. The speaker positions themselves as an observer dedicating a song, not as someone affected.","The dedication could reflect sympathy or encouragement, but no explicit reference to specific close relationships, only general encouragement.","The tweet expresses solidarity with Filipinos affected by the tragedy and highlights collective resilience, encouraging unity among the broader community.",2025-12-20T11:42:38.921Z,50/50,completed
PID001,ANONYMOUS088,1,completed,399213582094577660,"Really wish people would express concern for the Philippines without comparing #Haiyan to Katrina. Let's avoid Oppression Olympics, people.",1,1,1,1,1,2,7,6,6,The tweet critiques others’ responses to the disaster but does not express personal impact or reference the speaker’s own situation.,The message is not aimed at personal relationships. No explicit mention of loved ones or close connections affected by the storm.,The tweet urges sensitivity toward collective suffering in the Philippines and calls for respectful solidarity rather than comparison across national tragedies.,2025-12-20T11:43:59.115Z,50/50,completed
PID001,ANONYMOUS088,1,completed,399213582094577660,"Really wish people would express concern for the Philippines without comparing #Haiyan to Katrina. Let's avoid Oppression Olympics, people.",1,1,1,1,1,2,7,6,6,The tweet critiques others’ responses to the disaster but does not express personal impact or reference the speaker’s own situation.,The message is not aimed at personal relationships. No explicit mention of loved ones or close connections affected by the storm.,The tweet urges sensitivity toward collective suffering in the Philippines and calls for respectful solidarity rather than comparison across national tragedies.,2025-12-20T11:44:09.781Z,50/50,completed
PID001,ANONYMOUS088,1,completed,390986110895005700,Thank you to our brave firefighters. You personify the resilient Australian spirit. We love you. We thank you. We praise you. #nswfires,1,1,1,2,2,4,7,6,7,"The tweet expresses appreciation toward firefighters but does not mention the speaker’s own risk, loss, or personal experience.","There is emotional support directed toward firefighters, but not toward personally close others. Supportive language reflects respect rather than relational closeness.","The tweet invokes national identity (“Australian spirit”) and shared gratitude, highlighting community solidarity, collective identity, and appreciation during a national disaster.",2025-12-20T11:45:40.906Z,50/50,completed
PID001,ANONYMOUS088,1,completed,276279668523560960,Too many casualtie. :( just so sad. So sad. :( #pabloph,1,1,2,1,1,1,6,6,5,"The tweet conveys sadness, but does not specify that the speaker has been personally affected or experienced loss; emotion appears empathetic rather than self-focused.","No reference to friends, family, or close others. The concern is directed at casualties broadly rather than specific relationships.","The sadness and reference to “many casualties” imply concern for a broader affected community, expressing collective empathy for the losses from the typhoon.",2025-12-20T11:46:57.756Z,50/50,completed
PID001,ANONYMOUS088,1,completed,398697628197593100,Loving the cold weather but not #YolandaPH. ZzzzzzzzZ,2,2,3,1,1,1,2,2,1,"The tweet expresses personal preference and emotion toward the weather and typhoon, but it does not indicate direct personal harm or consequences from the disaster.","No reference to close others, family, or friends affected by the typhoon; the focus remains on the speaker’s own feelings.","The tweet acknowledges the typhoon but does not express empathy, collective consequences, or solidarity. It remains personal and detached in tone.",2025-12-20T11:48:23.195Z,50/50,completed
PID001,ANONYMOUS088,1,completed,390799309157175300,@Sim_One76 Are any of the group near the fires Simmy? Is it just in one State..NSW?,1,1,1,6,6,5,3,3,2,"The tweet asks questions about the fires but does not reference personal harm, fear, or circumstances affecting the speaker.","The message expresses worry about whether acquaintances or members of a shared group might be close to the fires, indicating relational concern for others’ safety.","The question about whether fires are limited to NSW touches on scale, but does not express solidarity or shared community impact beyond immediate acquaintances.",2025-12-20T11:49:48.440Z,50/50,completed
PID001,ANONYMOUS088,1,completed,393320228483915800,"HAHA RT Maybe we will use our Fires Near Me app, not American TV networks for fire information. #nswrfs #nswfires http://t.co/9d8h9I1pZC”",2,2,2,1,1,1,4,4,3,The tweet does not clearly express concern for the speaker personally. It focuses instead on information sources about fires rather than personal impact or consequences.,"No reference is made to close others, family, or friends. The tweet is general and does not show relational concern.","The tweet indirectly refers to shared community experience by suggesting people rely on a local fire app, implying collective awareness and shared information needs during the fire emergency.",2025-12-20T11:52:11.177Z,50/50,completed
PID001,ANONYMOUS088,1,completed,296091685765648400,#flood #Australia Praying for all the People IN Australia Cyclones Are Leaving But There is minor Flooding everywhere.,1,1,1,2,2,2,6,6,5,"The tweet does not mention the speaker personally. It offers prayers for others and focuses on flooding generally, not on personal impact or experience.","There is a broad expression of concern for people affected, but it is not directed at specific close others. Concern is general rather than relational.","The tweet shows concern for the nation as a whole and acknowledges widespread flooding, expressing solidarity through prayers for all Australians affected.",2025-12-20T11:53:35.726Z,50/50,completed
PID001,ANONYMOUS088,1,completed,296091685765648400,#flood #Australia Praying for all the People IN Australia Cyclones Are Leaving But There is minor Flooding everywhere.,1,1,1,2,2,2,6,6,5,"The tweet does not mention the speaker personally. It offers prayers for others and focuses on flooding generally, not on personal impact or experience.","There is a broad expression of concern for people affected, but it is not directed at specific close others. Concern is general rather than relational.","The tweet shows concern for the nation as a whole and acknowledges widespread flooding, expressing solidarity through prayers for all Australians affected.",2025-12-20T11:53:50.404Z,50/50,completed
PID001,ANONYMOUS088,1,completed,348088640238407700,This bridge is only a few blocks away from my family's place in #Calgary! Such crazy flooding. Stay safe everyone! https://t.co/RpwdCnhV4t,3,3,4,6,6,6,5,5,5,"The tweet references proximity to the speaker’s location, suggesting possible indirect personal impact, though the focus is not explicitly about harm to the speaker.","The reference to the family living near the flooding indicates concern for loved ones’ safety, highlighting relational involvement and worry for close others.","The closing message “Stay safe everyone!” shows collective concern and solidarity, extending worry to a larger community affected by the flood.",2025-12-20T12:00:37.611Z,50/50,completed
PID001,ANONYMOUS088,1,completed,407517066716266500,Flag at ERC HQ flying half mast in commemoration of the victims of the #Clutha tragedy. http://t.co/MATnTXP8U0,1,1,1,1,1,1,6,6,6,The tweet does not reference the speaker personally or suggest direct personal impact or consequences resulting from the tragedy.,"No relational ties or mention of loved ones. The message remains impersonal, honoring victims in general rather than people personally connected to the speaker.",Flying a flag at half-mast signifies shared mourning for victims and a collective sense of loss. The tweet expresses community solidarity and recognition of a tragedy’s broader societal impact.,2025-12-20T12:03:03.987Z,50/50,completed
PID001,ANONYMOUS088,1,completed,400628853518770200,RT @lovejourdan: #PrayForThePhilippines I love you PH! Stay strong! My prayers are with you all! #TyphoonYolanda,1,1,1,3,3,3,7,7,7,The tweet expresses sympathy and prayers for others but does not indicate that the speaker is personally impacted by the typhoon.,"There is care and emotional expression toward people, though not specific to close personal relationships. It implies compassion for those affected.","The tweet shows strong solidarity and support for the Philippines as a whole, expressing prayers for the nation and encouraging them to stay strong.",2025-12-20T12:05:13.501Z,50/50,completed
PID001,ANONYMOUS088,1,completed,400628853518770200,RT @lovejourdan: #PrayForThePhilippines I love you PH! Stay strong! My prayers are with you all! #TyphoonYolanda,1,1,1,3,3,3,7,7,7,The tweet expresses sympathy and prayers for others but does not indicate that the speaker is personally impacted by the typhoon.,"There is care and emotional expression toward people, though not specific to close personal relationships. It implies compassion for those affected.","The tweet shows strong solidarity and support for the Philippines as a whole, expressing prayers for the nation and encouraging them to stay strong.",2025-12-20T12:05:26.179Z,50/50,completed
